,Eco,Eco Plus,Gender,Customer Type,Age,Type of Travel,Flight Distance,Wifi Service,Departure/Arrival,Online Booking,Gate Location,Food and Drink,Online Boarding,Seat Comfort,Inflight Entertainment,On-board Service,Leg Room,Baggage,Checkin Service,Inflight Service,Cleanliness,Departure Delay,Arrival Delay,Satisfaction
18693,0,0,0.0,1.0,31,1.0,2138,3,3,3,3,5,5,5,5,3,3,5,3,4,5,0,10.0,1.0
18694,0,0,1.0,1.0,46,1.0,2446,5,5,5,5,2,3,4,4,4,4,4,5,4,4,0,0.0,1.0
18695,0,0,1.0,1.0,49,1.0,3860,5,5,5,5,5,4,5,4,4,4,4,3,4,4,0,9.0,1.0
18696,0,0,0.0,0.0,35,1.0,1053,2,2,2,4,2,2,2,2,5,2,4,4,5,2,27,46.0,0.0
18697,1,0,0.0,0.0,23,1.0,290,1,3,1,4,4,1,4,4,3,2,3,1,4,4,0,0.0,1.0
18698,0,0,1.0,1.0,52,1.0,564,3,3,3,3,2,5,4,5,5,5,5,3,5,4,18,12.0,1.0
18699,0,1,1.0,1.0,44,1.0,189,1,1,1,3,3,4,3,2,2,1,2,1,2,1,0,0.0,0.0
18700,0,0,0.0,0.0,58,1.0,287,4,4,4,4,5,4,5,5,4,2,4,4,5,5,0,0.0,1.0
18701,0,1,1.0,1.0,52,0.0,446,1,5,5,2,4,5,5,3,3,5,3,5,3,4,49,45.0,0.0
18702,1,0,1.0,1.0,33,1.0,164,3,3,3,3,3,3,3,3,4,4,3,3,4,3,9,8.0,0.0
18703,1,0,0.0,1.0,49,1.0,1214,5,2,2,2,5,5,5,5,2,2,3,3,4,5,108,107.0,1.0
18704,1,0,1.0,0.0,54,1.0,907,4,4,4,4,5,4,5,5,1,1,3,3,4,5,17,17.0,0.0
18705,0,0,1.0,0.0,43,1.0,594,2,2,2,2,2,1,1,4,4,4,4,1,4,1,160,156.0,0.0
18706,1,0,0.0,0.0,25,1.0,1084,5,5,5,3,5,5,2,5,3,5,4,3,5,5,0,0.0,1.0
18707,0,0,1.0,1.0,46,1.0,140,1,5,4,4,3,4,4,3,3,3,1,3,3,3,25,13.0,0.0
18708,0,0,0.0,1.0,69,0.0,399,3,2,3,4,1,3,3,2,2,3,2,1,2,1,0,16.0,0.0
18709,0,0,0.0,0.0,25,1.0,599,2,5,2,5,2,2,2,2,3,3,5,3,5,2,0,0.0,0.0
18710,1,0,1.0,1.0,10,0.0,621,3,4,3,3,4,3,1,4,3,4,4,5,5,4,15,10.0,0.0
18711,1,0,0.0,1.0,34,1.0,836,2,3,2,2,2,1,2,2,3,3,4,4,3,2,44,33.0,0.0
18712,0,0,0.0,1.0,26,1.0,565,2,2,2,2,4,4,4,4,4,3,4,3,2,4,65,61.0,1.0
18713,0,0,0.0,1.0,50,1.0,2586,4,1,4,4,5,5,4,5,5,5,5,4,5,3,23,0.0,1.0
18714,1,0,0.0,1.0,22,1.0,1635,2,4,4,4,2,2,4,2,3,3,3,1,4,2,31,30.0,0.0
18715,0,0,1.0,1.0,55,1.0,590,1,1,1,1,3,5,4,4,4,4,4,3,4,5,62,67.0,1.0
18716,0,0,1.0,1.0,54,1.0,2576,2,2,2,2,3,4,5,4,4,4,4,4,4,5,0,0.0,1.0
18717,0,0,1.0,1.0,55,1.0,1660,1,5,1,1,2,4,4,4,4,4,4,3,4,3,0,0.0,1.0
18718,1,0,0.0,1.0,21,0.0,363,4,4,4,3,2,4,2,2,4,5,4,5,4,2,0,0.0,1.0
18719,1,0,1.0,1.0,11,0.0,528,4,4,4,1,4,4,4,4,4,4,4,4,5,4,25,13.0,0.0
18720,0,1,1.0,1.0,51,0.0,334,3,1,3,3,5,4,3,3,3,3,3,1,3,3,40,38.0,0.0
18721,0,0,1.0,1.0,39,1.0,3705,3,2,4,2,5,3,3,3,3,3,3,1,3,1,0,1.0,0.0
18722,1,0,1.0,0.0,22,1.0,272,1,2,1,4,4,1,4,4,4,1,3,1,3,4,0,0.0,0.0
18723,1,0,0.0,1.0,51,1.0,142,5,2,3,2,5,5,5,5,2,5,2,1,3,5,11,0.0,1.0
18724,0,1,1.0,1.0,59,0.0,116,1,4,1,4,5,4,2,4,4,1,5,4,4,4,61,57.0,0.0
18725,1,0,1.0,1.0,63,0.0,162,2,4,2,4,5,5,5,3,3,2,3,5,3,4,0,0.0,0.0
18726,1,0,1.0,1.0,60,1.0,666,2,1,1,1,3,3,3,1,1,2,1,1,1,1,0,0.0,0.0
18727,0,0,0.0,1.0,39,1.0,2051,2,1,2,2,4,2,2,2,2,2,2,3,2,1,0,0.0,0.0
18728,0,1,0.0,1.0,34,0.0,489,1,2,4,3,4,4,4,4,2,3,4,4,3,4,0,8.0,0.0
18729,1,0,0.0,1.0,68,0.0,545,4,2,4,3,4,4,4,4,1,3,3,4,3,4,18,31.0,0.0
18730,0,0,1.0,0.0,28,1.0,1139,3,3,3,2,3,3,3,3,3,5,5,4,4,3,9,3.0,0.0
18731,0,0,1.0,1.0,18,0.0,403,3,4,3,1,3,3,3,3,5,3,5,3,5,3,5,0.0,0.0
18732,0,0,0.0,1.0,43,1.0,337,3,3,3,3,4,4,5,5,5,5,5,5,5,3,94,91.0,1.0
18733,1,0,1.0,1.0,58,0.0,101,4,5,4,2,4,5,1,2,2,4,2,4,2,4,0,0.0,0.0
18734,0,0,1.0,1.0,51,1.0,3593,2,2,2,2,3,5,5,4,4,4,4,5,4,5,0,0.0,1.0
18735,0,0,1.0,1.0,37,1.0,163,5,5,5,5,2,1,1,4,4,4,5,2,4,4,0,0.0,1.0
18736,0,0,1.0,1.0,43,1.0,3486,1,1,1,1,2,4,5,5,5,4,4,4,5,3,0,11.0,1.0
18737,0,0,0.0,0.0,35,1.0,1076,2,1,1,3,4,1,4,4,4,5,5,4,4,4,0,0.0,0.0
18738,0,0,1.0,1.0,48,1.0,302,1,1,1,2,5,5,5,3,3,3,3,3,3,5,0,0.0,1.0
18739,1,0,0.0,1.0,29,0.0,366,3,4,5,2,1,5,1,1,5,2,5,5,5,1,1,0.0,0.0
18740,1,0,0.0,1.0,60,1.0,1028,5,3,3,3,5,5,5,5,2,2,1,1,4,5,57,120.0,1.0
18741,0,0,0.0,0.0,25,1.0,1532,5,1,5,4,5,5,2,5,5,2,4,3,4,5,0,0.0,1.0
18742,1,0,1.0,0.0,9,1.0,1340,2,2,2,3,3,2,3,3,4,4,3,3,5,3,0,0.0,0.0
18743,0,0,1.0,1.0,49,1.0,2545,4,1,4,4,4,4,2,4,4,4,5,2,4,3,0,0.0,1.0
18744,0,0,0.0,1.0,47,0.0,628,3,5,3,1,4,5,5,4,4,3,4,3,4,5,2,4.0,0.0
18745,0,0,0.0,1.0,47,1.0,3477,4,4,4,4,2,4,5,5,5,5,5,5,5,3,0,27.0,1.0
18746,0,1,1.0,1.0,52,0.0,678,1,4,1,2,2,4,4,3,3,1,3,5,3,3,51,43.0,0.0
18747,1,0,0.0,1.0,30,0.0,1124,2,5,2,1,5,2,5,5,3,2,3,5,4,5,6,10.0,0.0
18748,1,0,1.0,1.0,8,0.0,224,2,5,1,4,3,1,3,3,4,2,4,5,4,3,1,0.0,0.0
18749,0,0,1.0,1.0,30,1.0,3843,2,2,2,2,2,2,2,2,4,5,4,5,3,2,130,122.0,1.0
18750,1,0,0.0,1.0,37,1.0,290,3,5,5,5,3,3,3,3,4,3,2,1,3,3,24,14.0,0.0
18751,0,0,1.0,0.0,22,1.0,1149,5,5,5,3,1,5,1,1,4,3,5,3,4,1,0,0.0,1.0
18752,1,0,1.0,1.0,52,0.0,1207,2,3,2,4,1,3,3,3,3,2,3,4,3,2,19,50.0,0.0
18753,1,0,0.0,0.0,21,1.0,425,2,1,2,3,1,2,4,1,4,1,3,3,4,1,25,16.0,0.0
18754,0,0,1.0,1.0,53,1.0,268,1,1,1,3,3,4,4,4,4,4,4,4,4,3,0,0.0,1.0
18755,0,1,0.0,1.0,47,1.0,2079,1,5,5,5,1,1,1,1,4,2,4,3,4,1,0,0.0,0.0
18756,1,0,1.0,1.0,49,1.0,2777,1,4,4,4,2,3,4,1,1,1,1,4,1,3,6,0.0,0.0
18757,0,0,1.0,1.0,36,1.0,2136,2,2,5,2,2,4,4,4,4,4,4,5,4,5,0,0.0,1.0
18758,0,1,1.0,0.0,47,1.0,236,5,5,5,3,5,5,5,5,3,3,5,3,2,5,0,5.0,1.0
18759,0,1,0.0,1.0,29,1.0,594,4,1,1,1,4,4,4,4,4,5,1,1,5,4,0,0.0,1.0
18760,1,0,1.0,0.0,59,1.0,280,3,5,3,4,5,3,5,5,1,2,5,1,4,5,0,0.0,0.0
18761,0,0,0.0,1.0,64,1.0,404,1,1,1,1,3,4,4,4,4,4,4,5,4,3,0,0.0,1.0
18762,1,0,0.0,1.0,43,0.0,728,2,5,2,5,4,2,5,4,2,1,1,3,4,4,0,0.0,0.0
18763,0,0,1.0,1.0,47,1.0,874,1,1,1,1,5,5,4,3,3,3,3,4,3,3,0,0.0,1.0
18764,1,0,0.0,1.0,53,1.0,1788,3,3,3,3,3,3,3,3,3,4,3,1,4,3,0,9.0,0.0
18765,0,0,1.0,1.0,35,1.0,432,2,4,4,4,1,3,3,2,2,2,2,2,2,3,0,10.0,0.0
18766,1,0,1.0,0.0,24,1.0,731,2,2,2,3,5,2,5,5,4,2,4,4,5,5,6,0.0,0.0
18767,0,0,1.0,1.0,35,1.0,2142,3,1,5,5,4,4,4,3,3,4,3,2,3,1,64,71.0,0.0
18768,1,0,1.0,0.0,25,1.0,1205,1,1,1,3,3,1,3,3,2,3,3,4,4,3,17,16.0,0.0
18769,1,0,1.0,1.0,50,0.0,793,3,4,3,3,4,4,5,2,2,3,2,5,2,4,0,11.0,0.0
18770,0,0,0.0,1.0,44,1.0,337,2,3,2,2,4,5,5,5,5,5,5,5,5,5,2,0.0,1.0
18771,0,0,0.0,1.0,51,1.0,3053,3,4,4,4,2,4,4,3,3,3,3,3,3,1,27,44.0,0.0
18772,1,0,0.0,1.0,64,0.0,631,2,2,2,2,2,2,2,2,1,3,3,3,2,2,0,0.0,0.0
18773,0,0,1.0,0.0,25,1.0,594,4,4,4,2,3,4,3,3,4,5,4,5,4,3,1,1.0,1.0
18774,1,0,0.0,1.0,8,0.0,221,1,4,1,1,2,1,2,2,4,1,1,4,1,2,0,0.0,0.0
18775,1,0,1.0,0.0,27,1.0,1499,4,4,4,3,3,4,3,3,3,2,2,4,2,3,0,8.0,0.0
18776,0,0,1.0,1.0,57,1.0,214,2,4,4,4,4,3,2,3,3,2,2,3,3,3,10,4.0,0.0
18777,0,1,1.0,1.0,33,1.0,116,5,3,3,3,5,5,5,5,3,2,3,4,3,5,0,0.0,1.0
18778,1,0,1.0,0.0,62,1.0,261,3,1,3,4,5,3,5,5,2,3,5,4,2,5,0,0.0,0.0
18779,0,1,1.0,1.0,35,1.0,177,3,4,4,4,3,3,3,3,1,1,3,1,3,3,5,0.0,0.0
18780,0,0,0.0,1.0,45,1.0,2141,2,2,2,2,5,5,4,4,4,5,4,3,4,3,0,0.0,1.0
18781,0,1,0.0,1.0,49,0.0,297,4,5,4,1,2,4,2,2,3,5,4,5,5,2,0,0.0,0.0
18782,0,0,1.0,1.0,40,1.0,2465,3,3,3,3,2,4,5,3,3,4,3,1,3,2,126,115.0,1.0
18783,1,0,1.0,0.0,26,1.0,598,1,5,1,1,1,1,1,1,2,1,4,4,1,1,3,0.0,0.0
18784,0,0,0.0,1.0,40,1.0,3196,4,1,1,1,4,4,4,3,3,3,4,4,3,4,0,0.0,0.0
18785,0,0,1.0,0.0,54,1.0,1205,4,5,5,2,5,4,5,5,4,3,5,5,4,5,0,0.0,0.0
18786,1,0,0.0,1.0,56,1.0,351,4,1,1,1,4,4,4,4,5,3,5,3,3,4,0,0.0,1.0
18787,0,0,1.0,1.0,27,1.0,3249,3,3,3,3,4,4,4,4,3,5,2,5,4,4,11,8.0,1.0
18788,0,0,0.0,1.0,40,1.0,2619,2,2,2,2,4,4,4,5,5,5,5,5,5,4,18,10.0,1.0
18789,0,0,0.0,1.0,58,1.0,3676,4,4,4,4,5,4,4,4,4,4,4,3,4,3,2,3.0,1.0
18790,1,0,1.0,1.0,27,0.0,834,3,2,3,4,4,3,4,4,4,1,3,1,3,4,0,0.0,0.0
18791,1,0,0.0,0.0,21,1.0,144,3,1,3,2,4,3,5,4,4,2,2,3,2,4,0,0.0,0.0
18792,0,1,0.0,1.0,37,1.0,438,2,5,4,5,2,2,2,2,4,2,4,2,4,2,0,0.0,0.0
18793,0,0,0.0,1.0,42,1.0,183,4,4,4,4,5,4,5,4,4,4,5,3,4,4,0,0.0,1.0
18794,1,0,0.0,1.0,69,0.0,1120,1,4,1,5,2,1,2,2,4,5,5,5,4,2,0,0.0,0.0
18795,0,0,1.0,1.0,71,1.0,3614,2,3,3,3,4,4,4,2,2,2,2,3,2,3,0,0.0,0.0
18796,0,0,0.0,0.0,29,1.0,496,3,3,3,2,1,3,1,1,3,4,2,2,3,1,0,0.0,0.0
18797,0,0,1.0,1.0,49,1.0,3768,1,2,4,2,2,4,4,1,1,1,1,3,1,3,126,125.0,0.0
18798,0,0,0.0,1.0,26,1.0,1826,2,2,5,2,4,4,4,4,5,1,5,5,4,4,0,0.0,1.0
18799,0,1,1.0,0.0,62,1.0,86,2,2,2,1,4,2,2,4,1,3,5,1,4,4,42,46.0,0.0
18800,0,0,0.0,1.0,22,1.0,946,2,2,3,2,4,4,4,4,5,3,5,2,3,4,75,69.0,1.0
18801,1,0,1.0,1.0,14,0.0,332,3,4,4,4,1,4,1,1,3,2,3,4,4,1,0,0.0,0.0
18802,1,0,0.0,1.0,57,0.0,197,1,5,1,5,4,1,4,4,4,5,4,4,4,4,0,0.0,0.0
18803,0,1,1.0,1.0,39,1.0,845,2,4,2,2,2,2,2,2,4,3,3,1,2,2,9,0.0,0.0
18804,1,0,1.0,1.0,50,0.0,325,5,2,5,3,3,2,3,5,5,5,5,1,5,3,0,0.0,1.0
18805,1,0,1.0,1.0,53,0.0,936,1,4,1,3,3,4,4,2,2,1,2,2,2,4,0,0.0,0.0
18806,0,0,0.0,1.0,52,1.0,2320,5,5,4,5,5,4,5,4,4,4,4,3,4,4,36,18.0,1.0
18807,1,0,1.0,1.0,60,1.0,944,1,1,1,1,3,3,4,1,1,1,1,1,1,2,32,105.0,0.0
18808,0,0,1.0,0.0,26,1.0,666,4,4,3,3,3,3,2,3,5,4,4,5,5,3,0,0.0,0.0
18809,1,0,1.0,0.0,41,1.0,1846,1,1,1,3,1,1,1,1,2,3,3,2,4,1,15,20.0,0.0
18810,1,0,1.0,1.0,17,0.0,957,1,1,1,4,1,1,1,1,2,3,3,1,4,1,115,131.0,0.0
18811,0,0,0.0,1.0,34,1.0,2723,2,1,2,2,3,5,4,4,4,4,4,4,4,3,0,2.0,1.0
18812,0,0,1.0,1.0,56,0.0,1399,1,2,1,3,2,4,4,1,1,1,5,4,1,1,0,0.0,0.0
18813,1,0,0.0,1.0,48,0.0,862,4,5,4,3,4,4,4,4,4,2,5,3,4,4,0,0.0,0.0
18814,0,0,0.0,1.0,66,1.0,3592,2,2,2,2,5,3,4,2,2,2,2,1,2,2,0,3.0,0.0
18815,1,0,0.0,0.0,25,1.0,728,2,2,2,3,5,2,5,5,4,3,4,5,2,5,2,5.0,0.0
18816,1,0,1.0,0.0,23,1.0,391,4,5,4,4,3,4,3,3,5,5,2,4,3,3,0,0.0,1.0
18817,1,0,1.0,1.0,23,0.0,429,4,1,4,3,2,4,2,2,4,1,2,4,2,2,4,2.0,1.0
18818,0,0,1.0,1.0,45,1.0,3322,1,1,5,1,5,5,4,5,5,5,5,4,5,4,0,3.0,1.0
18819,0,1,0.0,1.0,28,1.0,764,1,4,4,4,1,1,1,1,1,4,4,4,3,1,0,36.0,0.0
18820,1,0,1.0,0.0,22,1.0,404,2,4,2,5,2,2,2,2,5,5,5,5,4,2,23,22.0,0.0
18821,1,0,0.0,1.0,46,0.0,1598,4,5,4,4,2,4,2,2,3,2,4,5,5,2,0,0.0,1.0
18822,0,0,1.0,1.0,39,1.0,2168,3,3,3,3,4,3,3,4,4,4,4,2,4,1,0,22.0,1.0
18823,0,0,0.0,1.0,57,1.0,3007,1,3,3,3,4,3,2,1,1,2,1,2,1,3,0,0.0,0.0
18824,1,0,1.0,1.0,24,0.0,859,2,4,2,3,4,2,4,4,5,2,3,4,5,4,0,0.0,0.0
18825,1,0,1.0,1.0,41,1.0,404,2,4,4,4,2,2,2,2,2,1,2,1,2,2,0,0.0,0.0
18826,0,1,1.0,1.0,44,0.0,170,3,5,1,4,2,5,4,2,2,1,2,4,2,4,0,0.0,0.0
18827,1,0,0.0,0.0,12,1.0,843,2,3,3,3,3,3,3,3,1,5,5,1,4,3,0,2.0,0.0
18828,0,0,1.0,1.0,55,1.0,3496,5,5,3,5,5,4,4,4,4,4,4,3,4,5,5,0.0,1.0
18829,1,0,1.0,1.0,51,0.0,200,3,4,3,2,4,4,5,1,1,3,1,5,1,3,0,0.0,0.0
18830,1,0,1.0,1.0,20,0.0,337,3,5,3,4,5,3,5,5,4,2,5,2,3,5,0,0.0,0.0
18831,0,0,0.0,1.0,13,1.0,972,1,1,1,1,5,4,5,5,3,5,3,2,4,5,0,0.0,1.0
18832,1,0,0.0,0.0,29,1.0,983,2,1,1,4,4,1,4,4,1,4,3,2,3,4,12,2.0,0.0
18833,1,0,0.0,1.0,46,0.0,237,1,4,1,5,1,1,1,1,5,5,5,5,5,1,0,0.0,1.0
18834,0,0,1.0,1.0,39,1.0,204,2,2,2,2,5,4,2,4,4,4,5,1,4,5,0,0.0,1.0
18835,1,0,0.0,1.0,43,0.0,278,4,5,4,2,3,4,3,3,4,4,4,4,5,3,0,14.74085660217047,0.0
18836,1,0,0.0,1.0,61,0.0,984,4,4,4,1,4,4,5,4,5,3,4,4,4,4,7,0.0,0.0
18837,0,0,0.0,1.0,33,1.0,2825,4,4,4,4,5,4,4,1,2,3,2,4,4,4,220,238.0,1.0
18838,0,0,1.0,1.0,56,1.0,3423,3,3,3,3,3,5,5,5,5,5,5,5,5,4,0,0.0,1.0
18839,0,0,1.0,1.0,39,1.0,175,1,1,5,1,4,1,3,5,5,5,5,4,5,3,0,0.0,1.0
18840,0,0,1.0,1.0,16,1.0,337,2,3,3,3,2,2,2,4,3,3,3,2,1,2,148,150.0,0.0
18841,0,0,0.0,1.0,28,1.0,2488,1,1,1,1,3,4,3,3,5,3,5,4,5,3,36,37.0,1.0
18842,1,0,1.0,1.0,48,1.0,248,4,2,2,2,5,1,2,4,4,4,4,4,4,4,17,14.0,0.0
18843,0,0,0.0,1.0,54,1.0,314,4,4,4,4,3,4,4,5,5,5,5,5,5,3,0,5.0,1.0
18844,0,1,1.0,1.0,39,1.0,266,3,5,5,5,3,2,3,3,5,1,5,1,4,3,0,27.0,1.0
18845,0,0,0.0,0.0,23,1.0,1344,4,1,5,2,5,4,4,5,3,4,5,4,5,4,136,116.0,1.0
18846,0,0,0.0,1.0,29,1.0,347,5,5,5,5,4,4,4,4,5,4,4,4,4,4,23,20.0,1.0
18847,1,0,0.0,1.0,72,1.0,1454,2,4,4,4,2,2,2,2,2,1,3,2,4,2,9,0.0,0.0
18848,1,0,1.0,1.0,44,1.0,930,3,5,5,5,5,4,4,3,3,3,3,4,3,2,18,32.0,0.0
18849,0,0,1.0,1.0,29,1.0,332,2,5,5,5,2,2,2,2,4,1,4,1,4,2,0,0.0,0.0
18850,0,0,0.0,1.0,54,1.0,237,5,5,5,5,2,4,4,4,4,4,4,5,4,4,120,108.0,1.0
18851,0,0,1.0,0.0,25,1.0,247,4,5,5,3,3,5,3,3,5,3,5,5,5,3,0,0.0,1.0
18852,1,0,0.0,1.0,32,0.0,266,3,1,3,1,3,3,3,3,4,3,5,5,5,3,0,0.0,0.0
18853,1,0,0.0,1.0,52,0.0,1674,3,1,3,3,2,3,5,2,2,4,4,2,3,2,70,58.0,0.0
18854,0,0,1.0,1.0,55,1.0,3323,4,4,4,4,3,4,5,4,4,5,4,3,4,3,0,0.0,1.0
18855,0,1,1.0,1.0,42,0.0,341,1,5,1,5,5,5,4,2,2,1,4,4,2,4,0,0.0,0.0
18856,0,0,1.0,1.0,60,1.0,2296,4,4,4,4,5,5,5,5,5,5,5,5,5,4,0,0.0,1.0
18857,1,0,0.0,0.0,21,1.0,1195,2,1,1,2,1,1,1,1,3,2,5,5,2,1,0,0.0,0.0
18858,1,0,1.0,1.0,47,0.0,271,3,1,3,4,4,4,3,5,5,3,3,4,5,3,20,0.0,0.0
18859,1,0,1.0,0.0,22,1.0,547,5,1,5,1,4,5,4,4,3,4,3,3,5,4,0,0.0,1.0
18860,1,0,0.0,0.0,24,1.0,1197,2,2,2,4,5,2,5,5,5,5,2,4,4,5,0,64.0,0.0
18861,0,0,1.0,1.0,51,1.0,3897,2,2,3,2,5,4,5,5,5,5,5,3,5,3,0,0.0,1.0
18862,0,0,0.0,0.0,37,1.0,1598,4,4,4,2,4,4,4,4,5,4,5,5,5,4,77,70.0,0.0
18863,0,0,0.0,1.0,40,1.0,2248,1,5,5,5,1,1,1,4,3,4,3,1,3,1,330,320.0,0.0
18864,0,0,1.0,1.0,51,1.0,1724,5,5,5,5,5,5,4,5,5,5,5,4,5,5,0,0.0,1.0
18865,0,0,1.0,1.0,54,1.0,134,1,1,1,1,5,5,5,3,3,4,4,5,3,4,0,0.0,1.0
18866,1,0,1.0,0.0,39,1.0,163,2,5,1,1,2,1,2,2,3,2,5,4,4,2,0,0.0,0.0
18867,0,0,0.0,1.0,43,1.0,3386,3,2,2,2,1,3,4,3,3,3,3,3,3,2,24,10.0,0.0
18868,0,0,1.0,1.0,59,1.0,3091,1,1,1,1,5,4,5,5,5,5,5,5,5,4,0,0.0,1.0
18869,0,0,0.0,1.0,53,1.0,1557,4,4,4,4,4,5,5,4,4,4,4,4,4,3,28,18.0,1.0
18870,0,1,0.0,1.0,25,1.0,1444,4,5,5,5,4,4,1,4,4,4,4,3,3,4,0,0.0,0.0
18871,0,0,1.0,1.0,58,1.0,2878,3,4,4,4,2,4,4,3,3,2,3,4,3,1,1,0.0,0.0
18872,0,0,0.0,1.0,50,1.0,2091,1,1,3,1,4,4,4,5,5,5,5,3,5,3,10,8.0,1.0
18873,1,0,1.0,0.0,23,1.0,1069,1,1,1,2,3,1,2,3,4,4,5,4,5,3,0,9.0,0.0
18874,1,0,1.0,1.0,36,0.0,1598,3,5,3,4,2,3,2,2,5,5,4,5,5,2,27,6.0,0.0
18875,0,0,1.0,1.0,48,1.0,834,3,3,3,3,3,1,5,5,5,5,5,4,5,3,0,0.0,1.0
18876,0,0,0.0,0.0,22,1.0,399,4,1,4,4,3,4,3,3,4,4,5,3,4,3,0,0.0,1.0
18877,0,0,0.0,1.0,40,1.0,588,4,4,4,4,3,5,5,4,4,4,4,4,4,3,0,0.0,1.0
18878,1,0,1.0,1.0,45,1.0,198,4,1,1,1,3,4,2,4,4,4,4,5,4,2,0,0.0,1.0
18879,0,0,0.0,1.0,58,1.0,2359,1,1,1,3,4,5,5,5,5,5,5,5,5,4,0,0.0,1.0
18880,1,0,0.0,1.0,38,0.0,577,2,5,2,3,4,2,4,4,5,3,5,3,5,4,10,0.0,0.0
18881,1,0,0.0,0.0,28,1.0,883,3,3,3,4,1,3,1,1,4,1,3,3,3,1,0,0.0,0.0
18882,1,0,1.0,0.0,26,1.0,181,1,1,1,3,4,1,4,4,5,5,2,3,2,4,4,0.0,0.0
18883,1,0,1.0,1.0,16,1.0,548,4,1,1,1,4,4,4,4,3,2,5,5,4,4,0,0.0,1.0
18884,0,0,0.0,1.0,22,1.0,3959,2,4,4,4,2,2,2,2,2,3,4,4,4,2,15,11.0,0.0
18885,0,0,0.0,1.0,21,1.0,2677,2,5,2,2,4,4,4,4,5,2,3,5,5,4,0,0.0,1.0
18886,1,0,0.0,1.0,44,0.0,1990,1,4,1,2,5,1,5,5,2,1,5,3,5,5,0,0.0,0.0
18887,1,0,1.0,1.0,45,1.0,190,5,5,5,5,2,4,5,5,5,5,5,5,5,1,42,91.0,1.0
18888,0,1,0.0,1.0,54,1.0,639,2,3,3,3,2,2,2,2,3,2,5,1,2,2,0,0.0,1.0
18889,1,0,1.0,0.0,38,1.0,447,3,2,3,3,3,3,2,3,2,3,4,3,3,3,0,0.0,0.0
18890,0,0,1.0,1.0,34,1.0,773,3,3,3,3,2,5,5,5,5,5,5,4,5,4,65,47.0,1.0
18891,0,0,0.0,1.0,57,1.0,862,3,2,2,2,4,3,3,3,3,3,3,3,3,4,3,8.0,0.0
18892,0,0,0.0,1.0,55,1.0,2806,3,3,4,3,3,4,3,3,3,3,3,2,3,2,2,0.0,0.0
18893,0,1,1.0,1.0,47,1.0,965,4,5,5,5,3,5,2,4,4,4,4,5,4,2,41,32.0,1.0
18894,0,0,1.0,1.0,39,1.0,1690,2,2,4,2,5,4,4,5,5,5,5,4,5,5,0,0.0,1.0
18895,1,0,1.0,1.0,13,0.0,296,3,4,3,3,5,3,5,5,2,1,4,4,3,5,53,58.0,0.0
18896,0,0,1.0,1.0,38,1.0,3741,1,2,2,2,3,1,2,1,1,1,1,1,1,2,30,9.0,0.0
18897,0,0,1.0,1.0,57,1.0,1171,2,1,1,1,1,2,2,2,2,1,2,4,2,3,45,52.0,0.0
18898,1,0,0.0,1.0,25,0.0,1865,3,4,3,4,3,3,3,3,4,1,3,4,2,3,27,0.0,0.0
18899,1,0,0.0,1.0,70,0.0,1797,1,5,1,4,4,1,4,4,5,4,4,3,3,4,0,7.0,0.0
18900,1,0,0.0,1.0,29,0.0,1773,2,4,2,5,1,2,1,1,2,4,4,1,5,1,0,0.0,0.0
18901,1,0,1.0,1.0,65,0.0,687,1,4,1,3,2,5,5,1,1,1,1,3,1,4,0,0.0,0.0
18902,0,0,1.0,1.0,26,1.0,936,3,3,3,3,4,4,4,4,3,4,4,5,5,4,3,0.0,1.0
18903,1,0,0.0,0.0,24,1.0,239,3,5,3,3,3,3,5,3,3,2,5,4,5,3,2,0.0,0.0
18904,0,0,1.0,1.0,38,1.0,3345,5,5,5,5,3,5,4,4,4,4,4,5,4,3,3,19.0,1.0
18905,1,0,1.0,1.0,28,1.0,912,2,3,3,3,2,2,2,2,4,4,3,4,4,2,0,0.0,0.0
18906,0,0,0.0,1.0,33,1.0,1902,3,3,3,3,4,4,4,4,2,1,5,5,1,4,0,0.0,1.0
18907,0,0,1.0,1.0,48,1.0,2265,1,1,1,1,4,4,4,5,5,5,5,4,5,5,0,0.0,1.0
18908,1,0,0.0,1.0,42,0.0,328,4,1,4,4,4,4,1,4,3,2,3,4,4,4,4,36.0,0.0
18909,1,0,1.0,1.0,49,0.0,1042,2,5,2,3,2,4,5,3,3,2,2,4,3,4,58,43.0,0.0
18910,0,0,0.0,1.0,32,1.0,2153,4,1,1,1,4,4,4,4,4,4,3,3,4,4,25,17.0,0.0
18911,0,0,0.0,1.0,42,1.0,1667,1,1,1,1,3,5,4,4,4,4,4,5,4,3,51,28.0,1.0
18912,0,0,1.0,1.0,43,1.0,3598,4,2,2,2,5,4,4,4,4,4,4,2,4,4,30,18.0,0.0
18913,0,1,1.0,1.0,33,1.0,308,1,1,1,1,3,1,3,3,3,2,5,1,3,3,13,13.0,1.0
18914,1,0,0.0,0.0,22,1.0,834,2,2,2,3,3,2,3,3,3,5,4,4,4,3,22,6.0,0.0
18915,1,0,0.0,0.0,25,1.0,2583,2,2,2,4,2,2,2,4,3,4,3,2,4,2,50,43.0,0.0
18916,0,0,0.0,1.0,47,1.0,435,3,1,3,1,2,3,3,3,3,3,3,3,3,1,0,0.0,0.0
18917,1,0,1.0,0.0,9,1.0,1046,3,3,3,4,1,3,1,1,3,1,3,2,3,1,35,9.0,0.0
